,price,part,year,district,area,rooms,floor,tot_floors,type,street,cent_heat,rem_heat,intercom,internet,cable,sewer,aircon,elevator,new,parking,basement,phone,terrace,being_built,papers,enterable,euro_per_sqm,location_string,coordinates
711,49900.0,Konjarnik,2014.0,Zvezdara,38.0,1.5,2,3,stan,Đorđa Pavlovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1313.15789474,"Đorđa Pavlovića, Beograd","(44.794303, 20.5207707)"
712,99000.0,Topčidersko brdo,2002.0,Savski Venac,83.0,4.0,3,3,stan,Teodora Drajzera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1192.77108434,"Teodora Drajzera, Beograd","(44.7808576, 20.4430123)"
715,33000.0,Konjarnik,2000.0,Zvezdara,42.0,1.5,,3,stan,Murmanska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,785.714285714,"Murmanska, Beograd","(44.7935514, 20.5175118)"
717,54000.0,Mirijevo,2014.0,Zvezdara,54.0,3.0,3,3,stan,Danilova,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1000.0,"Danilova, Beograd","(44.7952519, 20.5257701)"
718,75000.0,Gradska bolnica,2011.0,Zvezdara,56.0,2.0,1,4,stan,Rtanjska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1339.28571429,"Rtanjska, Beograd","(44.8056928, 20.4882084)"
719,42000.0,Novi grad,1991.0,Zemun,69.0,2.0,,1,stan,Senjska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,608.695652174,"Senjska, Beograd","(44.8478512, 20.3730326)"
720,115000.0,Ekonomski fakultet,1938.0,Savski Venac,65.0,3.0,3,4,stan,Kamenička,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1769.23076923,"Kamenička, Beograd","(44.8114541, 20.4543768)"
723,150000.0,Kneževac,2017.0,Rakovica,131.0,4.0,5,5,stan,Marička,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1145.03816794,"Marička, Beograd","(44.7450389, 20.4385334)"
724,95000.0,Blok 70,1974.0,Novi Beograd,80.0,3.0,,15,stan,Jurija Gagarina,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1187.5,"Jurija Gagarina, Beograd","(44.8034943, 20.4234044)"
726,155000.0,Centar (Savski venac),1927.0,Savski Venac,85.0,2.0,5,5,stan,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1823.52941176,"Centar (Savski venac), Beograd","(44.8047318, 20.4369863)"
727,62000.0,Autokomanda,2008.0,Voždovac,46.0,2.0,3,3,stan,Ranka Tajsića,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1347.82608696,"Ranka Tajsića, Beograd","(44.7857202, 20.4723696)"
728,85000.0,Hram Svetog Save,1952.0,Vračar,43.0,1.0,2,3,stan,Rankeova,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1976.74418605,"Rankeova, Beograd","(44.79613, 20.4681919)"
736,60000.0,Lion,1949.0,Zvezdara,54.0,2.0,1,1,stan,Radojke Lakić,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1111.11111111,"Radojke Lakić, Beograd","(44.7701775, 20.5471579)"
742,165000.0,Dedinje,1957.0,Savski Venac,75.0,3.0,1,2,stan,Jovana Marinovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2200.0,"Jovana Marinovića, Beograd","(44.7768414, 20.4566445)"
745,210000.0,Lion,2008.0,Zvezdara,106.0,3.0,1,4,stan,Subotička,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1981.13207547,"Subotička, Beograd","(44.7931164, 20.4994399)"
750,62000.0,Braće Jerković,1995.0,Voždovac,63.0,2.5,,7,stan,Braće Jerković,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,984.126984127,"Braće Jerković, Beograd","(44.7682225, 20.4923785)"
756,54000.0,Krnjača,2016.0,Palilula,60.0,3.0,1,4,stan,Grge Andrijanovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,900.0,"Grge Andrijanovića, Beograd","(44.8458553, 20.4947386)"
758,36000.0,Žarkovo,2008.0,Čukarica,36.0,1.5,2,3,stan,Palisadska I deo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1000.0,"Palisadska I deo, Beograd","(44.7479567, 20.4016618)"
759,107000.0,Vukov spomenik,1939.0,Zvezdara,73.0,2.5,3,5,stan,Bulevar kralja Aleksandra,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1465.75342466,"Bulevar kralja Aleksandra, Beograd","(44.8035384, 20.4800925)"
760,43000.0,Braće Jerković,2015.0,Voždovac,37.0,1.5,3,3,stan,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1162.16216216,"Braće Jerković, Beograd","(44.7682225, 20.4923785)"
761,95000.0,Blok 70,1974.0,Novi Beograd,80.0,3.0,,15,stan,Jurija Gagarina,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1187.5,"Jurija Gagarina, Beograd","(44.8034943, 20.4234044)"
763,30400.0,Altina,2011.0,Zemun,40.0,1.5,1,4,stan,Musorskog,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,760.0,"Musorskog, Beograd","(44.8483006, 20.3508125)"
764,350000.0,Centar (Stari grad),2001.0,Stari grad,130.0,4.0,2,5,stan,Strahinjića Bana,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2692.30769231,"Strahinjića Bana, Beograd","(44.4482103, 20.6873929)"
768,125000.0,Đeram pijaca,2013.0,Zvezdara,78.0,3.0,4,7,stan,Živojina Žujovića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1602.56410256,"Živojina Žujovića, Beograd","(44.3696515, 20.2801882)"
770,27000.0,Mirijevo,2016.0,Zvezdara,38.0,0.5,,4,stan,Dragoslava Srejovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,710.526315789,"Dragoslava Srejovića, Beograd","(44.8004066, 20.5228621)"
772,122900.0,Yu biznis centar,1995.0,Novi Beograd,69.0,2.5,2,6,stan,Bulevar Mihajla Pupina,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1781.15942029,"Bulevar Mihajla Pupina, Beograd","(44.8338837, 20.4105052)"
773,105000.0,Bežanijska kosa 1,1990.0,Novi Beograd,82.0,3.0,3,3,stan,Nikole Dobrovića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1280.48780488,"Nikole Dobrovića, Beograd","(44.8159016, 20.3916461)"
774,59900.0,Braće Jerković,1970.0,Voždovac,67.0,2.5,4,4,stan,Braće Jerković,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,894.029850746,"Braće Jerković, Beograd","(44.7682225, 20.4923785)"
775,46000.0,Braće Jerković,2016.0,Voždovac,37.0,2.0,1,3,stan,Rajacka,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1243.24324324,"Rajacka, Beograd","(44.7664727, 20.5020053)"
777,48000.0,Konjarnik,2016.0,Zvezdara,37.0,2.0,1,3,stan,Živka Davidovića,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1297.2972973,"Živka Davidovića, Beograd","(44.7922875, 20.5070337)"
780,235000.0,Tašmajdan,1930.0,Palilula,123.0,6.0,1,2,stan,Majora Ilića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1910.56910569,"Majora Ilića, Beograd","(44.8117777, 20.4735061)"
781,85000.0,Tašmajdan,1968.0,Palilula,47.0,1.0,5,7,stan,Kraljice Marije,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1808.5106383,"Kraljice Marije, Beograd","(44.8044025, 20.4799714)"
784,92000.0,Žarkovo,2017.0,Čukarica,115.0,4.0,5,5,stan,Šavnička,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,800.0,"Šavnička, Beograd","(44.7534885, 20.4232677)"
787,105000.0,Tašmajdan,1967.0,Palilula,73.0,3.0,,,stan,Dalmatinska,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1438.35616438,"Dalmatinska, Beograd","(44.623631, 20.3756836)"
789,47000.0,Mirijevo,2016.0,Zvezdara,58.0,2.5,,4,stan,Dragoslava Srejovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,810.344827586,"Dragoslava Srejovića, Beograd","(44.8004066, 20.5228621)"
790,27600.0,Žarkovo,2017.0,Čukarica,23.0,1.0,4,5,stan,Šavnička,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1200.0,"Šavnička, Beograd","(44.7534885, 20.4232677)"
792,45000.0,Karaburma,2000.0,Palilula,58.0,2.5,,5,stan,Dragoslava Srejovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,775.862068966,"Dragoslava Srejovića, Beograd","(44.8004066, 20.5228621)"
796,220000.0,Dorćol,1939.0,Stari grad,197.0,5.0,4,4,stan,Žorža Klemansoa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1116.75126904,"Žorža Klemansoa, Beograd","(44.8200143, 20.4660914)"
797,65000.0,Zvezdarska šuma,2017.0,Zvezdara,58.0,2.5,,3,stan,Veljka Dugoševića,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1120.68965517,"Veljka Dugoševića, Beograd","(44.805007, 20.5059305)"
798,99000.0,Gornji Dorćol,1960.0,Stari grad,40.0,1.5,1,5,stan,Gospodar Jovanova,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2475.0,"Gospodar Jovanova, Beograd","(44.8215757, 20.4597816)"
812,45000.0,Miljakovac 2,2005.0,Rakovica,45.0,2.0,5,5,stan,Nikole Marakovića,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1000.0,"Nikole Marakovića, Beograd","(44.7469633, 20.4597296)"
814,33000.0,Kalvarija,1960.0,Zemun,30.0,1.0,4,4,stan,Braće Abafi,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1100.0,"Braće Abafi, Beograd","(44.8397303, 20.3964693)"
815,76000.0,Dorćol,1983.0,Stari grad,43.0,1.5,1,8,stan,Mike alasa,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1767.44186047,"Mike alasa, Beograd","(44.8265848, 20.4631317)"
816,27000.0,Skojevsko naselje,2004.0,Rakovica,33.0,1.5,4,4,stan,Godominska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,818.181818182,"Godominska, Beograd","(44.7464397, 20.4339142)"
817,55000.0,Bele vode,1970.0,Čukarica,54.0,2.5,1,3,stan,Vodovodska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1018.51851852,"Vodovodska, Beograd","(44.7423012, 20.3910211)"
820,32000.0,Petlovo brdo,2004.0,Rakovica,41.0,1.5,5,5,stan,Petra Jovanovića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,780.487804878,"Petra Jovanovića, Beograd","(44.3782415, 20.2819094)"
823,53000.0,Busije,1985.0,Zemun,79.0,2.5,5,5,stan,Kralja Uroša I,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,670.886075949,"Kralja Uroša I, Beograd","(44.8966221, 20.2906029)"
825,61000.0,Borča 3,1984.0,Palilula,70.0,3.0,1,3,stan,Ratnih vojnih invalida,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,871.428571429,"Ratnih vojnih invalida, Beograd","(44.8745596, 20.4488046)"
826,45000.0,Krnjača,2016.0,Palilula,53.0,2.5,3,4,stan,Grge Andrijanovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,849.056603774,"Grge Andrijanovića, Beograd","(44.8458553, 20.4947386)"
829,59000.0,Zvezdarska šuma,1936.0,Zvezdara,43.0,2.0,1,2,stan,Milete Jakšića,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1372.09302326,"Milete Jakšića, Beograd","(44.8057754, 20.4964017)"
837,107000.0,Centar (Savski venac),1986.0,Savski Venac,65.0,2.0,1,5,stan,Kneza Miloša,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1646.15384615,"Kneza Miloša, Beograd","(44.8094805, 20.4647222)"
844,51500.0,Olimp,2010.0,Zvezdara,46.0,2.0,2,4,stan,Murmanska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1119.56521739,"Murmanska, Beograd","(44.7935514, 20.5175118)"
846,85000.0,Cvetkova pijaca,1970.0,Zvezdara,70.0,3.5,4,10,stan,Vjekoslava Kovača,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1214.28571429,"Vjekoslava Kovača, Beograd","(44.793511, 20.5039385)"
847,125000.0,Pravni fakultet,1960.0,Vračar,79.0,2.5,6,7,stan,Beogradska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1582.27848101,"Beogradska, Beograd","(44.7693236, 20.6131942)"
851,49000.0,Genex,1980.0,Novi Beograd,42.0,1.5,26,30,stan,Narodnih Heroja,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1166.66666667,"Narodnih Heroja, Beograd","(44.6053092, 20.7255378)"
852,55000.0,Konjarnik,1976.0,Zvezdara,50.0,1.5,,4,stan,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1100.0,"Konjarnik, Beograd","(44.7840651, 20.5057101)"
853,249000.0,Beli dvor,2006.0,Savski Venac,127.0,5.0,2,2,stan,Omladinska,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1960.62992126,"Omladinska, Beograd","(44.5999915, 20.3982019)"
855,44900.0,Ledine,2017.0,Novi Beograd,46.0,2.0,1,2,stan,Surcinska,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,976.086956522,"Surcinska, Beograd","(44.8059367, 20.3639002)"
859,99911.0,Cerak,1996.0,Čukarica,75.0,3.0,3,5,stan,Arčibalda Rajsa,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1332.14666667,"Arčibalda Rajsa, Beograd","(44.7551259, 20.4274938)"
860,200000.0,Centar (Palilula),1926.0,Palilula,153.0,5.0,2,3,stan,Bulevar despota Stefana,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1307.18954248,"Bulevar despota Stefana, Beograd","(44.8172775, 20.4785234)"
863,45000.0,Učiteljsko naselje,2016.0,Zvezdara,40.0,2.0,,2,stan,Kozarčeva,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1125.0,"Kozarčeva, Beograd","(44.7870297, 20.5117359)"
864,39500.0,Učiteljsko naselje,2016.0,Zvezdara,36.0,1.5,,2,stan,Kozarčeva,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1097.22222222,"Kozarčeva, Beograd","(44.7870297, 20.5117359)"
865,74250.0,Učiteljsko naselje,2016.0,Zvezdara,54.0,3.0,1,2,stan,Kozarčeva,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1375.0,"Kozarčeva, Beograd","(44.7870297, 20.5117359)"
866,89000.0,Učiteljsko naselje,2016.0,Zvezdara,66.0,3.0,2,2,stan,Kozarčeva,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1348.48484848,"Kozarčeva, Beograd","(44.7870297, 20.5117359)"
868,90000.0,Višnjička banja,2010.0,Palilula,80.0,3.0,2,5,stan,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1125.0,"Višnjička banja, Beograd","(44.816912, 20.5338566)"
875,72000.0,Skadarlija,1939.0,Stari grad,40.0,1.5,3,4,stan,Bulevar Despota Stefana,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1800.0,"Bulevar Despota Stefana, Beograd","(44.8172775, 20.4785234)"
876,39000.0,Veliki Mokri Lug,2015.0,Zvezdara,42.0,1.5,1,3,stan,Vojvode Vlahovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,928.571428571,"Vojvode Vlahovića, Beograd","(44.7632873, 20.504213)"
880,163000.0,Poštanska štedionica,2014.0,Palilula,84.0,3.0,2,5,stan,Ivankovačka,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1940.47619048,"Ivankovačka, Beograd","(44.8079751, 20.4796074)"
881,32000.0,Kalvarija,1960.0,Zemun,30.0,1.0,,,stan,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1066.66666667,"Kalvarija, Beograd","(44.8380979, 20.3969089)"
882,163000.0,Tašmajdan,2014.0,Palilula,84.0,3.0,2,5,stan,Ivankovačka,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1940.47619048,"Ivankovačka, Beograd","(44.8079751, 20.4796074)"
883,154000.0,Crveni krst,2008.0,Vračar,82.0,3.0,3,5,stan,Kajmakcalanska,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1878.04878049,"Kajmakcalanska, Beograd","(44.7984595, 20.4885912)"
888,155000.0,Blok 67,2017.0,Novi Beograd,59.0,2.0,6,8,stan,Jurija Gagarina,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2627.11864407,"Jurija Gagarina, Beograd","(44.8034943, 20.4234044)"
891,65000.0,Blok 8a,1971.0,Novi Beograd,50.0,2.0,7,8,stan,otona župančiča 48,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1300.0,"otona župančiča 48, Beograd","(44.8353275, 20.4074784)"
895,120000.0,Senjak,1998.0,Savski Venac,65.0,3.0,,2,stan,Andre Nikolića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1846.15384615,"Andre Nikolića, Beograd","(44.788716, 20.4346328)"
896,144000.0,Dedinje,2012.0,Savski Venac,96.0,3.0,2,3,stan,Mihaila Avramovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1500.0,"Mihaila Avramovića, Beograd","(44.7688802, 20.4570461)"
909,76000.0,Dedinje,1965.0,Savski Venac,62.0,2.0,1,2,stan,Joce Jovanovića,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1225.80645161,"Joce Jovanovića, Beograd","(44.7689187, 20.4587339)"
916,35800.0,Višnjička banja,2009.0,Palilula,35.0,1.5,,3,stan,Višnjička banja,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1022.85714286,"Višnjička banja, Beograd","(44.816912, 20.5338566)"
918,170000.0,Crveni krst,1996.0,Vračar,105.0,3.5,1,6,stan,Gročanska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1619.04761905,"Gročanska, Beograd","(44.7922424, 20.4949074)"
919,99000.0,Centar (Savski venac),1955.0,Savski Venac,38.0,2.0,1,6,stan,Karađorđeva,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2605.26315789,"Karađorđeva, Beograd","(44.6238397, 20.3740468)"
920,44900.0,Čukarička padina,1991.0,Čukarica,37.0,1.5,7,8,stan,Obalskih radnika,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1213.51351351,"Obalskih radnika, Beograd","(44.7781546, 20.4049954)"
921,140000.0,Čubura,2007.0,Vračar,83.0,3.0,3,4,stan,Dubljanska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1686.74698795,"Dubljanska, Beograd","(44.7959198, 20.4709548)"
925,170000.0,Kalenić pijaca,2013.0,Vračar,75.0,3.0,5,6,stan,Milesevska,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2266.66666667,"Milesevska, Beograd","(44.7978763, 20.4856384)"
927,199000.0,Hram Svetog Save,1983.0,Vračar,91.0,3.0,2,4,stan,Ohridska,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2186.81318681,"Ohridska, Beograd","(44.3876674, 20.2663155)"
929,74000.0,Čukarička padina,1989.0,Čukarica,67.0,3.0,2,7,stan,Obalskih radnika,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1104.47761194,"Obalskih radnika, Beograd","(44.7781546, 20.4049954)"
930,23000.0,Žarkovo,2017.0,Čukarica,25.0,1.0,,4,stan,Dimitrija Avramovića,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,920.0,"Dimitrija Avramovića, Beograd","(44.756683, 20.4218387)"
932,39000.0,Žarkovo,2017.0,Čukarica,38.0,2.0,4,4,stan,Dimitrija Avramovića,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1026.31578947,"Dimitrija Avramovića, Beograd","(44.756683, 20.4218387)"
933,51000.0,Cerak,2008.0,Čukarica,42.0,1.5,2,3,stan,Šavnička,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1214.28571429,"Šavnička, Beograd","(44.7534885, 20.4232677)"
936,99900.0,Vukov spomenik,1963.0,Zvezdara,73.0,2.5,3,5,stan,Dalmatinska,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1368.49315068,"Dalmatinska, Beograd","(44.623631, 20.3756836)"
937,65000.0,Vidikovački venac,1982.0,Rakovica,74.0,3.0,10,12,stan,Vinogradski Venac,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,878.378378378,"Vinogradski Venac, Beograd","(44.7448052, 20.4127193)"
938,74000.0,Braće Jerković,2016.0,Voždovac,80.0,3.5,4,4,stan,Vojvode Vlahovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,925.0,"Vojvode Vlahovića, Beograd","(44.7632873, 20.504213)"
939,210000.0,Kalenić pijaca,1939.0,Vračar,153.0,5.0,4,4,stan,Požarevačka,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1372.54901961,"Požarevačka, Beograd","(44.8011705, 20.4809226)"
942,35000.0,Cerak,1970.0,Čukarica,40.0,2.0,,,stan,Jablanička,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,"Jablanička, Beograd","(44.7488744, 20.4123603)"
